timestamp,PM25,PM10,NO2
2024-03-03 15:00:00,26.49,106.53,61.21
2024-03-03 16:00:00,66.21,22.32,62.76
2024-03-03 17:00:00,51.64,31.56,79.84
2024-03-03 18:00:00,83.19,27.73,96.1
2024-03-03 19:00:00,26.12,37.86,58.67
2024-03-03 20:00:00,17.19,60.01,128.64
2024-03-03 21:00:00,31.0,50.42,18.44
2024-03-03 22:00:00,68.91,78.98,144.55
2024-03-03 23:00:00,81.58,109.42,102.68
2024-03-04 00:00:00,70.85,102.77,65.53
2024-03-04 01:00:00,74.14,119.06,53.6
2024-03-04 02:00:00,83.83,66.9,136.56
2024-03-04 03:00:00,41.45,82.33,52.99
2024-03-04 04:00:00,42.88,54.15,26.03
2024-03-04 05:00:00,30.37,97.86,41.94
2024-03-04 06:00:00,65.55,35.7,38.25
2024-03-04 07:00:00,82.21,54.42,99.31
2024-03-04 08:00:00,47.81,76.61,124.31
2024-03-04 09:00:00,68.72,29.1,21.68
2024-03-04 10:00:00,17.75,36.31,105.11
2024-03-04 11:00:00,10.15,20.26,49.47
2024-03-04 12:00:00,71.01,112.79,117.52
2024-03-04 13:00:00,20.95,101.5,102.84
2024-03-04 14:00:00,36.56,88.71,69.38
2024-03-04 15:00:00,44.11,101.13,112.33
2024-03-04 16:00:00,75.57,116.95,100.67
2024-03-04 17:00:00,50.78,90.05,138.83
2024-03-04 18:00:00,76.94,96.16,61.55
2024-03-04 19:00:00,11.52,85.35,149.73
2024-03-04 20:00:00,37.09,70.75,95.6
2024-03-04 21:00:00,11.04,32.79,30.29
2024-03-04 22:00:00,78.41,33.15,21.7
2024-03-04 23:00:00,26.43,33.41,87.15
2024-03-05 00:00:00,52.4,29.58,93.02
2024-03-05 01:00:00,46.6,74.83,93.63
2024-03-05 02:00:00,18.9,26.02,139.34
2024-03-05 03:00:00,69.61,105.11,85.89
2024-03-05 04:00:00,20.11,106.49,31.03
2024-03-05 05:00:00,17.3,105.21,131.36
2024-03-05 06:00:00,14.56,28.57,38.95
2024-03-05 07:00:00,77.42,27.23,21.98
2024-03-05 08:00:00,49.5,76.08,142.45
2024-03-05 09:00:00,37.24,20.9,102.75
2024-03-05 10:00:00,53.09,36.15,17.61
2024-03-05 11:00:00,48.05,68.39,66.1
2024-03-05 12:00:00,89.66,77.62,146.19
2024-03-05 13:00:00,64.02,81.4,120.2
2024-03-05 14:00:00,47.51,106.51,40.35
2024-03-05 15:00:00,34.7,57.25,145.86
2024-03-05 16:00:00,23.71,23.27,30.9
2024-03-05 17:00:00,33.17,30.52,133.43
2024-03-05 18:00:00,62.03,96.43,126.94
2024-03-05 19:00:00,53.23,82.8,149.32
2024-03-05 20:00:00,51.24,84.06,134.25
2024-03-05 21:00:00,87.35,57.73,45.41
2024-03-05 22:00:00,60.54,52.31,96.5
2024-03-05 23:00:00,87.76,43.45,35.79
2024-03-06 00:00:00,69.13,79.45,105.3
2024-03-06 01:00:00,75.06,85.19,118.92
2024-03-06 02:00:00,45.24,98.61,87.14
2024-03-06 03:00:00,11.7,47.23,50.73
2024-03-06 04:00:00,15.43,96.84,57.27
2024-03-06 05:00:00,26.41,72.94,74.22
2024-03-06 06:00:00,49.89,91.69,23.26
2024-03-06 07:00:00,63.04,79.05,49.69
2024-03-06 08:00:00,13.05,51.21,88.62
2024-03-06 09:00:00,62.35,31.85,20.46
2024-03-06 10:00:00,49.71,32.42,121.91
2024-03-06 11:00:00,65.12,99.43,138.95
2024-03-06 12:00:00,59.7,101.19,114.23
2024-03-06 13:00:00,16.03,48.9,86.42
2024-03-06 14:00:00,48.38,70.07,74.86
2024-03-06 15:00:00,46.04,53.69,48.12
2024-03-06 16:00:00,81.63,111.84,31.53
2024-03-06 17:00:00,22.28,44.77,49.22
2024-03-06 18:00:00,70.39,70.79,140.66
2024-03-06 19:00:00,28.59,94.24,89.82
2024-03-06 20:00:00,41.85,88.39,93.89
2024-03-06 21:00:00,78.73,87.37,139.51
2024-03-06 22:00:00,11.61,34.55,119.52
2024-03-06 23:00:00,55.42,59.22,59.86
2024-03-07 00:00:00,49.24,46.23,58.51
2024-03-07 01:00:00,24.59,58.78,108.1
2024-03-07 02:00:00,39.97,65.6,147.56
2024-03-07 03:00:00,28.87,35.69,37.73
2024-03-07 04:00:00,76.69,41.34,134.82
2024-03-07 05:00:00,68.26,103.96,34.93
2024-03-07 06:00:00,28.68,35.74,28.6
2024-03-07 07:00:00,67.33,62.33,91.88
2024-03-07 08:00:00,59.14,42.58,103.91
2024-03-07 09:00:00,40.38,27.98,127.09
2024-03-07 10:00:00,71.24,103.02,52.92
2024-03-07 11:00:00,71.77,73.03,23.92
2024-03-07 12:00:00,71.22,100.82,104.94
2024-03-07 13:00:00,41.69,94.42,63.79
2024-03-07 14:00:00,57.19,86.34,30.15
2024-03-07 15:00:00,61.05,42.75,111.91
2024-03-07 16:00:00,48.75,22.68,103.11
2024-03-07 17:00:00,23.43,37.18,128.01
2024-03-07 18:00:00,37.06,60.8,26.21
2024-03-07 19:00:00,64.88,50.52,134.82
2024-03-07 20:00:00,21.23,60.86,84.67
2024-03-07 21:00:00,75.26,55.14,80.29
2024-03-07 22:00:00,12.91,101.75,114.62
2024-03-07 23:00:00,25.22,118.43,108.43
2024-03-08 00:00:00,76.66,52.57,68.06
2024-03-08 01:00:00,18.06,21.97,69.74
2024-03-08 02:00:00,48.78,87.07,39.63
2024-03-08 03:00:00,77.83,27.29,90.07
2024-03-08 04:00:00,24.11,112.8,138.48
2024-03-08 05:00:00,76.09,32.12,67.81
2024-03-08 06:00:00,25.29,103.35,76.05
2024-03-08 07:00:00,23.49,71.53,81.68
2024-03-08 08:00:00,19.16,112.89,48.42
2024-03-08 09:00:00,58.08,104.14,106.1
2024-03-08 10:00:00,35.05,38.44,40.27
2024-03-08 11:00:00,13.3,90.47,40.73
2024-03-08 12:00:00,56.04,67.84,72.09
2024-03-08 13:00:00,23.19,92.28,20.32
2024-03-08 14:00:00,17.32,96.29,86.95
2024-03-08 15:00:00,15.82,113.43,138.34
2024-03-08 16:00:00,52.54,63.97,106.46
2024-03-08 17:00:00,71.31,49.37,45.37
2024-03-08 18:00:00,46.88,32.14,61.05
2024-03-08 19:00:00,25.71,68.07,60.89
2024-03-08 20:00:00,11.13,59.47,135.99
2024-03-08 21:00:00,15.21,41.63,18.9
2024-03-08 22:00:00,23.66,61.63,129.2
2024-03-08 23:00:00,79.01,78.01,30.91
2024-03-09 00:00:00,25.12,107.37,96.37
2024-03-09 01:00:00,17.26,116.95,94.64
2024-03-09 02:00:00,58.82,80.18,111.19
2024-03-09 03:00:00,14.8,50.34,62.4
2024-03-09 04:00:00,57.33,108.13,99.16
2024-03-09 05:00:00,61.4,95.81,66.73
2024-03-09 06:00:00,87.67,85.66,50.89
2024-03-09 07:00:00,31.2,119.55,98.53
2024-03-09 08:00:00,77.2,65.21,73.49
2024-03-09 09:00:00,44.94,68.39,47.65
2024-03-09 10:00:00,48.25,46.75,36.86
2024-03-09 11:00:00,53.24,110.14,19.71
2024-03-09 12:00:00,61.29,95.36,120.15
2024-03-09 13:00:00,41.3,86.56,141.53
2024-03-09 14:00:00,44.48,115.33,71.76
2024-03-09 15:00:00,41.24,75.07,42.28
2024-03-09 16:00:00,46.42,112.79,21.06
2024-03-09 17:00:00,78.67,60.33,31.15
2024-03-09 18:00:00,31.35,24.02,48.72
2024-03-09 19:00:00,44.2,62.62,36.88
2024-03-09 20:00:00,25.95,64.75,68.15
2024-03-09 21:00:00,36.53,24.47,39.53
2024-03-09 22:00:00,21.64,98.52,43.53
2024-03-09 23:00:00,89.01,45.92,56.15
2024-03-10 00:00:00,15.48,31.89,122.59
2024-03-10 01:00:00,41.82,62.74,132.19
2024-03-10 02:00:00,79.52,35.4,90.88
2024-03-10 03:00:00,23.87,116.84,63.01
2024-03-10 04:00:00,46.87,35.74,65.3
2024-03-10 05:00:00,84.22,81.69,72.73
2024-03-10 06:00:00,23.62,47.17,78.17
2024-03-10 07:00:00,38.89,31.18,47.36
2024-03-10 08:00:00,65.02,24.02,114.63
2024-03-10 09:00:00,20.35,89.35,63.61
2024-03-10 10:00:00,56.5,68.92,123.71
2024-03-10 11:00:00,10.43,50.08,36.89
2024-03-10 12:00:00,23.32,67.28,27.2
2024-03-10 13:00:00,54.6,52.58,101.22
2024-03-10 14:00:00,21.7,32.11,73.93
2024-03-10 15:00:00,62.97,85.81,106.36
2024-03-10 16:00:00,70.77,61.39,140.33
2024-03-10 17:00:00,18.05,66.09,145.49
2024-03-10 18:00:00,89.88,88.3,141.99
2024-03-10 19:00:00,75.81,63.97,25.91
2024-03-10 20:00:00,11.41,64.26,48.73
2024-03-10 21:00:00,71.27,89.16,140.84
2024-03-10 22:00:00,14.11,112.43,78.36
2024-03-10 23:00:00,20.08,77.64,28.46
2024-03-11 00:00:00,62.6,101.57,76.82
2024-03-11 01:00:00,57.82,109.53,96.97
2024-03-11 02:00:00,70.33,81.31,106.28
2024-03-11 03:00:00,57.57,81.5,120.94
2024-03-11 04:00:00,81.25,94.89,85.72
2024-03-11 05:00:00,80.23,31.9,25.2
2024-03-11 06:00:00,83.21,55.08,131.42
2024-03-11 07:00:00,48.52,50.21,134.27
2024-03-11 08:00:00,87.69,68.8,39.58
2024-03-11 09:00:00,56.52,32.9,143.49
2024-03-11 10:00:00,75.92,61.02,17.61
2024-03-11 11:00:00,58.97,36.95,96.5
2024-03-11 12:00:00,65.54,43.03,64.37
2024-03-11 13:00:00,89.25,21.51,132.81
2024-03-11 14:00:00,71.62,59.11,65.35
2024-03-11 15:00:00,55.77,76.56,89.03
2024-03-11 16:00:00,47.28,66.93,66.91
2024-03-11 17:00:00,24.04,79.32,112.87
2024-03-11 18:00:00,45.21,32.63,67.2
2024-03-11 19:00:00,42.58,30.26,133.27
2024-03-11 20:00:00,56.51,63.93,123.86
2024-03-11 21:00:00,89.22,65.99,79.68
2024-03-11 22:00:00,79.81,79.21,66.43
2024-03-11 23:00:00,70.62,29.8,35.1
2024-03-12 00:00:00,14.17,38.71,118.46
2024-03-12 01:00:00,89.55,92.82,60.94
2024-03-12 02:00:00,47.16,45.91,122.85
2024-03-12 03:00:00,48.75,88.4,28.29
2024-03-12 04:00:00,74.64,36.51,53.98
2024-03-12 05:00:00,41.09,98.61,126.67
2024-03-12 06:00:00,82.87,43.09,28.35
2024-03-12 07:00:00,29.24,85.15,27.86
2024-03-12 08:00:00,27.19,30.98,20.41
2024-03-12 09:00:00,48.61,23.37,71.37
2024-03-12 10:00:00,63.15,88.59,59.04
2024-03-12 11:00:00,68.77,41.32,66.59
2024-03-12 12:00:00,45.56,96.88,100.78
2024-03-12 13:00:00,68.71,95.82,121.06
2024-03-12 14:00:00,61.71,65.46,66.13
2024-03-12 15:00:00,22.98,99.14,65.66
2024-03-12 16:00:00,27.93,24.81,85.68
2024-03-12 17:00:00,77.23,70.3,130.68
2024-03-12 18:00:00,17.97,31.13,149.67
2024-03-12 19:00:00,24.87,31.15,49.98
2024-03-12 20:00:00,85.58,71.16,81.22
2024-03-12 21:00:00,36.02,110.65,81.17
2024-03-12 22:00:00,44.58,54.49,16.16
2024-03-12 23:00:00,72.49,90.83,18.9
2024-03-13 00:00:00,40.34,60.43,48.43
2024-03-13 01:00:00,63.3,65.47,69.1
2024-03-13 02:00:00,32.02,85.96,110.54
2024-03-13 03:00:00,23.4,57.13,62.12
2024-03-13 04:00:00,88.95,20.08,133.59
2024-03-13 05:00:00,53.14,101.99,22.44
2024-03-13 06:00:00,80.67,66.89,104.73
2024-03-13 07:00:00,25.85,88.74,16.25
2024-03-13 08:00:00,88.06,106.55,60.62
2024-03-13 09:00:00,82.83,52.12,33.3
2024-03-13 10:00:00,48.47,88.4,128.12
2024-03-13 11:00:00,53.33,95.83,111.53
2024-03-13 12:00:00,58.84,62.88,34.36
2024-03-13 13:00:00,20.47,111.69,32.32
2024-03-13 14:00:00,67.84,97.7,140.3
2024-03-13 15:00:00,85.12,68.66,77.88
2024-03-13 16:00:00,69.93,82.22,18.11
2024-03-13 17:00:00,27.42,71.92,22.05
2024-03-13 18:00:00,61.47,63.1,85.4
2024-03-13 19:00:00,21.27,87.21,33.99
2024-03-13 20:00:00,21.5,77.08,21.72
2024-03-13 21:00:00,65.66,114.26,112.99
2024-03-13 22:00:00,39.17,75.15,120.67
2024-03-13 23:00:00,55.42,28.82,122.51
2024-03-14 00:00:00,65.85,103.48,94.83
2024-03-14 01:00:00,12.17,49.22,95.39
2024-03-14 02:00:00,70.06,52.49,17.02
2024-03-14 03:00:00,86.89,30.64,149.58
2024-03-14 04:00:00,71.17,83.32,110.37
2024-03-14 05:00:00,30.73,74.45,142.27
2024-03-14 06:00:00,24.89,86.59,94.77
2024-03-14 07:00:00,15.62,92.53,35.91
2024-03-14 08:00:00,56.6,78.0,95.32
2024-03-14 09:00:00,68.18,99.36,58.2
2024-03-14 10:00:00,51.8,53.44,25.77
2024-03-14 11:00:00,28.39,116.56,44.17
2024-03-14 12:00:00,11.23,92.7,72.98
2024-03-14 13:00:00,40.42,90.69,145.95
2024-03-14 14:00:00,46.85,43.35,53.63
2024-03-14 15:00:00,47.85,75.7,93.13
2024-03-14 16:00:00,76.33,27.86,80.78
2024-03-14 17:00:00,31.39,36.43,123.67
2024-03-14 18:00:00,60.95,109.67,66.91
2024-03-14 19:00:00,26.95,28.93,128.59
2024-03-14 20:00:00,74.68,27.48,122.02
2024-03-14 21:00:00,69.49,43.94,121.17
2024-03-14 22:00:00,80.85,64.52,59.91
2024-03-14 23:00:00,55.87,27.7,107.42
2024-03-15 00:00:00,28.56,59.7,50.57
2024-03-15 01:00:00,65.6,60.23,114.8
2024-03-15 02:00:00,88.09,93.88,25.97
2024-03-15 03:00:00,12.48,60.65,93.59
2024-03-15 04:00:00,59.4,114.11,64.76
2024-03-15 05:00:00,31.72,21.84,45.59
2024-03-15 06:00:00,16.48,22.14,86.23
2024-03-15 07:00:00,70.48,69.75,52.74
2024-03-15 08:00:00,64.6,67.16,101.6
2024-03-15 09:00:00,57.05,112.75,139.3
2024-03-15 10:00:00,25.95,98.31,107.42
2024-03-15 11:00:00,76.81,41.59,20.46
2024-03-15 12:00:00,52.62,42.22,45.92
2024-03-15 13:00:00,15.74,29.38,49.01
2024-03-15 14:00:00,25.61,76.28,49.86
2024-03-15 15:00:00,68.99,84.22,93.46
2024-03-15 16:00:00,13.8,42.16,77.67
2024-03-15 17:00:00,73.19,62.8,75.92
2024-03-15 18:00:00,15.53,75.55,99.61
2024-03-15 19:00:00,56.09,104.76,69.69
2024-03-15 20:00:00,17.34,69.82,31.4
2024-03-15 21:00:00,46.56,41.65,103.62
2024-03-15 22:00:00,65.61,102.69,143.27
2024-03-15 23:00:00,88.16,76.07,131.82
2024-03-16 00:00:00,76.8,111.53,77.04
2024-03-16 01:00:00,67.04,64.94,141.9
2024-03-16 02:00:00,21.05,31.54,24.83
2024-03-16 03:00:00,35.4,111.4,76.24
2024-03-16 04:00:00,79.92,96.72,121.12
2024-03-16 05:00:00,14.65,75.4,64.7
2024-03-16 06:00:00,71.58,55.95,108.98
2024-03-16 07:00:00,26.78,38.86,139.65
2024-03-16 08:00:00,15.6,93.52,90.15
2024-03-16 09:00:00,24.67,87.54,119.69
2024-03-16 10:00:00,89.07,26.15,29.14
2024-03-16 11:00:00,80.56,114.51,138.08
2024-03-16 12:00:00,86.44,52.89,39.2
2024-03-16 13:00:00,77.08,112.44,43.68
2024-03-16 14:00:00,40.84,30.53,130.9
2024-03-16 15:00:00,58.17,74.95,39.39
2024-03-16 16:00:00,29.13,82.7,129.87
2024-03-16 17:00:00,50.23,47.63,147.43
2024-03-16 18:00:00,27.39,78.66,67.39
2024-03-16 19:00:00,22.33,106.1,70.05
2024-03-16 20:00:00,67.86,49.84,99.82
2024-03-16 21:00:00,65.96,117.19,55.36
2024-03-16 22:00:00,85.69,61.34,88.25
2024-03-16 23:00:00,59.95,25.33,139.79
2024-03-17 00:00:00,79.26,39.96,68.98
2024-03-17 01:00:00,82.15,91.45,92.98
2024-03-17 02:00:00,36.59,38.14,117.59
2024-03-17 03:00:00,74.27,75.25,131.31
2024-03-17 04:00:00,74.53,42.05,121.5
2024-03-17 05:00:00,16.74,78.68,59.92
2024-03-17 06:00:00,87.53,21.34,110.14
2024-03-17 07:00:00,86.7,78.85,90.9
2024-03-17 08:00:00,57.0,100.08,85.49
2024-03-17 09:00:00,19.11,85.09,122.1
2024-03-17 10:00:00,82.59,103.63,38.34
2024-03-17 11:00:00,45.72,113.74,140.58
2024-03-17 12:00:00,85.69,48.66,58.32
2024-03-17 13:00:00,61.91,70.58,47.3
2024-03-17 14:00:00,37.83,30.28,25.11
2024-03-17 15:00:00,55.28,116.76,95.23
2024-03-17 16:00:00,43.08,75.41,124.71
2024-03-17 17:00:00,80.04,35.21,22.33
2024-03-17 18:00:00,65.16,86.12,35.54
2024-03-17 19:00:00,52.87,118.61,64.59
2024-03-17 20:00:00,76.33,96.43,36.8
2024-03-17 21:00:00,24.81,24.2,52.15
2024-03-17 22:00:00,81.22,63.18,115.01
2024-03-17 23:00:00,39.66,63.6,37.29
2024-03-18 00:00:00,23.84,110.67,44.34
2024-03-18 01:00:00,80.78,33.68,68.27
2024-03-18 02:00:00,19.99,51.16,21.15
2024-03-18 03:00:00,58.87,25.72,93.43
2024-03-18 04:00:00,75.11,32.1,33.03
2024-03-18 05:00:00,26.48,69.24,146.13
2024-03-18 06:00:00,51.13,119.46,51.79
2024-03-18 07:00:00,28.48,25.55,76.54
2024-03-18 08:00:00,21.73,64.24,39.36
2024-03-18 09:00:00,60.02,68.4,65.63
2024-03-18 10:00:00,68.36,116.72,67.08
2024-03-18 11:00:00,47.36,33.51,28.59
2024-03-18 12:00:00,43.46,110.68,147.73
2024-03-18 13:00:00,11.51,78.81,60.46
2024-03-18 14:00:00,53.24,116.63,86.53
2024-03-18 15:00:00,80.27,89.37,149.38
2024-03-18 16:00:00,63.38,113.51,141.66
2024-03-18 17:00:00,59.56,82.07,100.26
2024-03-18 18:00:00,41.96,86.53,37.64
2024-03-18 19:00:00,71.81,56.84,141.95
2024-03-18 20:00:00,25.65,69.54,80.72
2024-03-18 21:00:00,88.54,58.1,126.37
2024-03-18 22:00:00,17.19,118.57,98.36
2024-03-18 23:00:00,10.07,23.95,50.91
2024-03-19 00:00:00,71.09,21.99,95.14
2024-03-19 01:00:00,77.88,60.42,77.13
2024-03-19 02:00:00,78.55,41.94,83.46
2024-03-19 03:00:00,54.26,112.91,103.33
2024-03-19 04:00:00,22.5,36.92,23.72
2024-03-19 05:00:00,10.19,39.68,114.82
2024-03-19 06:00:00,67.36,72.58,22.1
2024-03-19 07:00:00,59.69,64.52,21.64
2024-03-19 08:00:00,28.75,113.1,71.01
2024-03-19 09:00:00,24.32,86.0,102.37
2024-03-19 10:00:00,71.69,47.66,42.83
2024-03-19 11:00:00,65.14,108.32,39.31
2024-03-19 12:00:00,26.54,46.75,100.35
2024-03-19 13:00:00,58.87,113.28,145.5
2024-03-19 14:00:00,70.06,72.59,146.51
2024-03-19 15:00:00,46.99,89.79,98.68
2024-03-19 16:00:00,63.05,92.1,67.93
2024-03-19 17:00:00,81.16,40.91,45.28
2024-03-19 18:00:00,86.66,56.58,134.94
2024-03-19 19:00:00,14.85,88.93,120.53
2024-03-19 20:00:00,33.74,113.83,119.91
2024-03-19 21:00:00,66.32,106.78,108.23
2024-03-19 22:00:00,44.67,74.36,69.79
2024-03-19 23:00:00,50.49,92.61,78.83
2024-03-20 00:00:00,71.31,43.11,104.3
2024-03-20 01:00:00,13.98,21.34,31.86
2024-03-20 02:00:00,27.54,28.78,79.27
2024-03-20 03:00:00,31.06,98.54,25.34
2024-03-20 04:00:00,26.28,88.31,127.23
2024-03-20 05:00:00,23.49,88.58,98.0
2024-03-20 06:00:00,15.59,95.08,117.56
2024-03-20 07:00:00,49.32,91.15,54.81
2024-03-20 08:00:00,44.66,49.49,146.33
2024-03-20 09:00:00,80.68,45.91,75.3
2024-03-20 10:00:00,83.7,103.86,143.13
2024-03-20 11:00:00,77.57,111.19,17.89
2024-03-20 12:00:00,22.92,81.82,109.13
2024-03-20 13:00:00,16.29,77.42,104.53
2024-03-20 14:00:00,84.25,111.06,68.43
2024-03-20 15:00:00,74.83,64.28,141.6
2024-03-20 16:00:00,27.75,23.86,137.32
2024-03-20 17:00:00,79.71,41.21,126.78
2024-03-20 18:00:00,74.29,89.65,117.31
2024-03-20 19:00:00,28.84,93.83,68.27
2024-03-20 20:00:00,39.93,55.61,104.28
2024-03-20 21:00:00,57.71,105.2,117.12
2024-03-20 22:00:00,65.24,21.57,34.8
2024-03-20 23:00:00,37.54,27.74,43.41
2024-03-21 00:00:00,44.44,25.41,147.6
2024-03-21 01:00:00,36.37,73.0,145.5
2024-03-21 02:00:00,64.66,109.89,26.63
2024-03-21 03:00:00,66.45,65.64,41.82
2024-03-21 04:00:00,72.16,62.45,83.3
2024-03-21 05:00:00,48.81,82.02,42.69
2024-03-21 06:00:00,13.35,109.35,117.77
2024-03-21 07:00:00,21.29,97.96,99.37
2024-03-21 08:00:00,75.04,85.5,29.2
2024-03-21 09:00:00,73.91,33.5,15.94
2024-03-21 10:00:00,60.92,93.27,139.05
2024-03-21 11:00:00,75.59,38.18,98.62
2024-03-21 12:00:00,56.48,84.2,92.49
2024-03-21 13:00:00,28.88,71.6,108.85
2024-03-21 14:00:00,49.57,24.25,38.83
2024-03-21 15:00:00,12.95,57.79,53.82
2024-03-21 16:00:00,56.09,58.14,112.93
2024-03-21 17:00:00,77.36,112.38,51.16
2024-03-21 18:00:00,60.69,118.32,33.64
2024-03-21 19:00:00,85.82,47.67,96.6
2024-03-21 20:00:00,71.48,65.77,130.34
2024-03-21 21:00:00,14.31,20.78,128.75
2024-03-21 22:00:00,55.14,81.97,58.53
2024-03-21 23:00:00,76.53,107.62,95.01
2024-03-22 00:00:00,29.8,102.69,25.48
2024-03-22 01:00:00,25.83,85.21,54.66
2024-03-22 02:00:00,16.86,42.38,49.96
2024-03-22 03:00:00,15.5,75.33,149.0
2024-03-22 04:00:00,70.53,115.84,139.18
2024-03-22 05:00:00,86.62,54.34,108.06
2024-03-22 06:00:00,32.09,39.34,103.68
2024-03-22 07:00:00,51.65,101.83,115.99
2024-03-22 08:00:00,38.64,44.76,110.96
2024-03-22 09:00:00,52.53,106.34,74.93
2024-03-22 10:00:00,70.3,68.45,60.47
2024-03-22 11:00:00,84.02,48.58,76.49
2024-03-22 12:00:00,83.98,31.53,110.31
2024-03-22 13:00:00,13.93,82.12,100.53
2024-03-22 14:00:00,64.96,45.46,67.15
2024-03-22 15:00:00,60.52,89.39,36.62
2024-03-22 16:00:00,63.44,23.34,50.49
2024-03-22 17:00:00,54.12,43.17,69.15
2024-03-22 18:00:00,52.77,102.73,39.96
2024-03-22 19:00:00,40.14,119.89,56.67
2024-03-22 20:00:00,88.7,22.71,144.16
2024-03-22 21:00:00,83.75,111.11,140.68
2024-03-22 22:00:00,41.27,98.3,72.68
2024-03-22 23:00:00,31.59,65.12,84.52
2024-03-23 00:00:00,15.21,93.78,117.09
2024-03-23 01:00:00,11.52,20.68,68.08
2024-03-23 02:00:00,77.17,38.95,105.08
2024-03-23 03:00:00,35.77,64.33,107.08
2024-03-23 04:00:00,13.75,96.86,98.45
2024-03-23 05:00:00,70.77,84.24,29.32
2024-03-23 06:00:00,56.12,29.59,137.87
2024-03-23 07:00:00,78.48,49.34,21.39
2024-03-23 08:00:00,65.26,72.95,102.34
2024-03-23 09:00:00,25.42,101.6,128.83
2024-03-23 10:00:00,28.92,74.86,96.23
2024-03-23 11:00:00,67.26,62.21,79.97
2024-03-23 12:00:00,17.85,43.47,100.09
2024-03-23 13:00:00,25.98,69.96,20.49
2024-03-23 14:00:00,63.04,80.55,32.28
2024-03-23 15:00:00,10.96,56.47,20.12
2024-03-23 16:00:00,81.57,74.14,81.35
2024-03-23 17:00:00,26.2,30.51,56.42
2024-03-23 18:00:00,41.29,85.0,43.41
2024-03-23 19:00:00,58.03,74.34,142.52
2024-03-23 20:00:00,23.27,43.59,59.84
2024-03-23 21:00:00,53.61,50.22,123.53
2024-03-23 22:00:00,78.41,117.31,139.47
2024-03-23 23:00:00,59.89,22.34,66.45
2024-03-24 00:00:00,35.17,70.61,140.71
2024-03-24 01:00:00,56.68,54.46,22.4
2024-03-24 02:00:00,30.42,92.1,134.55
2024-03-24 03:00:00,29.83,86.94,26.45
2024-03-24 04:00:00,49.93,105.79,68.2
2024-03-24 05:00:00,16.7,20.82,89.39
2024-03-24 06:00:00,76.74,94.84,147.48
2024-03-24 07:00:00,22.04,51.57,119.48
2024-03-24 08:00:00,51.95,100.19,73.28
2024-03-24 09:00:00,15.78,48.96,17.92
2024-03-24 10:00:00,74.36,71.15,54.78
2024-03-24 11:00:00,35.51,50.77,123.52
2024-03-24 12:00:00,82.83,90.66,135.27
2024-03-24 13:00:00,62.9,52.2,131.91
2024-03-24 14:00:00,64.01,91.88,110.64
2024-03-24 15:00:00,20.17,81.0,129.85
2024-03-24 16:00:00,36.09,40.06,112.77
2024-03-24 17:00:00,48.62,107.13,94.68
2024-03-24 18:00:00,13.68,32.21,82.21
2024-03-24 19:00:00,69.67,46.17,64.35
2024-03-24 20:00:00,70.95,31.86,44.16
2024-03-24 21:00:00,20.66,33.93,146.03
2024-03-24 22:00:00,85.4,93.11,80.32
2024-03-24 23:00:00,52.74,93.82,125.97
2024-03-25 00:00:00,68.13,106.59,90.12
2024-03-25 01:00:00,47.7,64.39,56.69
2024-03-25 02:00:00,39.76,86.48,146.67
2024-03-25 03:00:00,46.76,116.43,96.8
2024-03-25 04:00:00,18.57,76.44,69.88
2024-03-25 05:00:00,51.39,62.32,141.1
2024-03-25 06:00:00,36.26,53.2,75.26
2024-03-25 07:00:00,49.94,55.48,29.37
2024-03-25 08:00:00,20.52,70.76,44.34
2024-03-25 09:00:00,35.93,30.23,49.75
2024-03-25 10:00:00,36.84,55.86,130.92
2024-03-25 11:00:00,33.41,74.84,58.08
2024-03-25 12:00:00,25.69,39.21,98.45
2024-03-25 13:00:00,32.89,62.52,36.87
2024-03-25 14:00:00,37.97,39.85,97.96
2024-03-25 15:00:00,25.25,27.3,91.44
2024-03-25 16:00:00,82.28,82.52,142.57
2024-03-25 17:00:00,64.76,40.12,129.84
2024-03-25 18:00:00,41.9,64.49,30.59
2024-03-25 19:00:00,60.03,39.19,119.52
2024-03-25 20:00:00,53.11,75.25,23.18
2024-03-25 21:00:00,35.61,28.34,112.81
2024-03-25 22:00:00,81.63,63.41,18.74
2024-03-25 23:00:00,27.25,115.63,149.08
2024-03-26 00:00:00,10.43,106.56,101.26
2024-03-26 01:00:00,42.61,72.6,92.85
2024-03-26 02:00:00,25.59,25.61,46.11
2024-03-26 03:00:00,82.75,60.08,73.65
2024-03-26 04:00:00,41.2,30.16,22.94
2024-03-26 05:00:00,59.21,57.2,94.54
2024-03-26 06:00:00,80.05,97.21,62.24
2024-03-26 07:00:00,89.66,77.49,129.61
2024-03-26 08:00:00,73.05,26.98,141.62
2024-03-26 09:00:00,37.73,90.12,24.64
2024-03-26 10:00:00,73.78,84.83,54.2
2024-03-26 11:00:00,75.48,110.7,123.74
2024-03-26 12:00:00,74.04,80.7,35.83
2024-03-26 13:00:00,23.53,27.87,44.51
2024-03-26 14:00:00,60.89,81.62,48.27
2024-03-26 15:00:00,52.56,103.3,148.19
2024-03-26 16:00:00,72.6,73.53,124.14
2024-03-26 17:00:00,49.45,116.94,86.3
2024-03-26 18:00:00,77.87,29.21,141.47
2024-03-26 19:00:00,26.99,46.84,44.01
2024-03-26 20:00:00,52.26,57.18,49.94
2024-03-26 21:00:00,12.15,52.71,147.73
